URL,Title,View Count
http://www.bilibili.com/video/BV1Wh4y1T7po/,会说话是优势，会接话才是真本事，学会让你快速成为社交高手。#每日书摘 #说话技巧 #高情商说话技巧,1.6万
http://www.bilibili.com/video/BV1CP411B7Ts/,# 郭麒麟高情商回话名场面，机智反应逗笑众人，说话尽显艺术！# 情商# 口才# 说话的艺术# 人际交往# 智慧# 沟通,2.8万
http://www.bilibili.com/video/BV1DxYEeCEch/,【张极】张老师打算开班吗，或者嘴借我用用？,2.3万
http://www.bilibili.com/video/BV1gK421x7eG/,会说话是优势，会回话才是本事，高情商接话术，让你在各种场合如鱼得水！#回话的技术 #高情商说话技巧 #口才 #人际交往,8623
http://www.bilibili.com/video/BV12t421V7TQ/,高情商回话的技术,4.5万
http://www.bilibili.com/video/BV1MC4y1K7go/,三个高情商沟通技巧 ，学会受用一辈子,3.7万
http://www.bilibili.com/video/BV1zH4y1C7ww/,会说话是优势，会接话才是真本事 说话技巧  高情商 提升自己  社交 会说话,9.3万
http://www.bilibili.com/video/BV11r421874K/,嘴笨总吃亏？学会这些说话技巧,2950
http://www.bilibili.com/video/BV1MC4y1V7SY/,会说话是优势，会接话才是真本事 人情世故   回话的技术   高情商聊天,6.6万
http://www.bilibili.com/video/BV1Un4y1R7Sc/,【周柯宇×开始推理吧2】‼️爆笑预警‼️《说话的艺术》之成语诗词篇,1.8万
http://www.bilibili.com/video/BV1va4y1Q715/,按照这3个步骤，你的建议才没白提,3.0万
http://www.bilibili.com/video/BV1zK421b7Kq/,高情商的四个说话技巧，掌握好了，你就是一个会说话的人,1935
http://www.bilibili.com/video/BV1Je4y1J7j7/,领导之间说话的艺术，你能领悟多少？,31.9万
http://www.bilibili.com/video/BV1xy4y1S7ht/,【说话的艺术4】话术多不一定管用，会应变才是王道（我是谁的多面性）,673
http://www.bilibili.com/video/BV1TM411D7He/,高情商会说话的人到底有多厉害 高情商  口才  说话技巧,1427
http://www.bilibili.com/video/BV1jE411f7n9/,【经典黑帮电影/教父】让教父教你说话的艺术！教父经典片段,5349
http://www.bilibili.com/video/BV11F411b7ij/,谈话的力量！高情商沟通的经营法则|精准表达|轻松表达|说话技巧,3159
